srcid,Mode,Q1,Q2,Q3,Q4,Q5a,Q5b,Q5c,Q5d,Q5e,Q5f,Q6a,Q6b,Q6c,Q6d,Q7a,Q7b,Q7c,Q7d,Q7e,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q10a,Q10b,Q10c,Q10d,Q12,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q14,Q15,Q16,Q17a,Q17b,Q17c,Q17d,Q17e,Q17f,Q18,Q19a,Q19b,Q19c,Q19d,Q19e,Q19f,Q19g,StateMap,p_gender_sdc,p_age_group_sdc,p_education_sdc,total_time_taken,avg_trust_Q8,Vdisagree_count,disagree_count,neutral_count,agree_count,Vagree_count,opinionated
2513,2,4,11,16,4,1,2,1,1,1,1,3,1,1,1,1,1,1,2,1,5,5,5,1,5,1,1,8,2,5,4,1, , , , , , , , , ,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,3,3,15.066666666666665,3.875,4,2,1,3,10,T
503,2,4,13,30,-98,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,1,1,2,2,2,1,1,1,1,4,1, , , , , , , , , , , , , , , ,5,2,4,2,10.51666666666666,1.125,4,2,0,3,11,T
1361,2,2,35,1,3,1,1,1,1,1,1,4,4,3,3,3,3,4,3,3,8,8,8,6,8,7,8,8,2,2,2,2, , , , , , , , , ,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3,5,2,4,3,15.283333333333335,7.625,1,4,2,7,6,F
702,2,4,36,11,101,2,2,1,1,2,1,3,2,1,3,2,2,2,2,2,6,4,1,1,3,5,5,6,4,4,4,2, , , , , , , , , ,1,1,2,3,1,4,1,-98,2,4,2,2,3,4,3,5,1,3,3,13.049999999999999,3.875,1,5,2,9,3,F
597,1,4,36,96,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,3,4,1,4,4,4,3,5,2,2,2,2,3,1,-98,1,1,1,1,3,2, , , , , , , , , , , , , , , ,5,2,4,3,19.516666666666673,3.5,2,1,0,4,13,T
1412,1,2,16,13,1,3,2,1,2,1,1,5,4,3,3,1,1,2,2,1,8,9,8,8,8,7,8,9,2,4,4,4,3,1,1,2,2,1,2,3,3, , , , , , , , , , , , , , , ,5,2,4,3,15.449999999999996,8.125,0,4,2,7,7,F
1231,2,2,-98, ,1,2,2,2,2,2,2,3,2,3,3,3,2,3,3,3,8,7,7,3,7,7,5,8,5,5,5,1,1,1,1,1,1,1,2,3,-98, , , , , , , , , , , , , , , ,5,2,4,1,12.21666666666666,6.5,3,5,3,8,1,F
1419,1,4,11,13,101,2,1,2,1,2,1,5,4,3,3,1,1,1,1,2,5,5,2,1,1,3,2,5,5,5,4,-98,2,-98,-98,1,2,1,-98,4,2, , , , , , , , , , , , , , , ,5,2,4,2,16.58333333333334,3.0,2,2,2,5,8,T
1832,2,2,16,19,1,2,2,2,2,2,2,3,3,3,3,3,1,3,3,3,6,5,5,5,5,5,5,6,2,2,2,4,3,1,1,2,1,1,2,3,2, , , , , , , , , , , , , , , ,5,1,3,2,13.566666666666665,5.25,0,5,4,10,1,F
1359,2,2,16,32,1,3,3,3,3,3,3,5,1,2,3,3,2,3,3,1,8,8,9,4,8,8,3,9,2,5,4,1, , , , , , , , , ,2,2,2,2,2,3,2,1,1,3,1,3,2,2,4,5,2,4,1,21.416666666666657,7.125,2,11,1,3,3,F
1683,1,4,1,1,3,1,1,1,1,1,1,5,5,5,5,1,1,1,1,1,8,8,7,7,7,5,5,5,1,1,1,2, , , , , , , , , ,4,4,4,2,4,4,4,2,1,4,2,4,4,1,4,5,1,3,3,13.13333333333334,6.5,0,1,0,1,18,T
453,2,5,11,20,3,2,2,1,1,1,1,5,4,4,3,2,1,2,3,1,8,8,9,3,8,5,6,10,1,1,4,2, , , , , , , , , ,4,4,3,4,4,4,4,4,4,3,3,4,2,3,4,5,1,3,1,15.03333333333332,7.125,1,2,1,7,9,T
729,2,2,1,4,3,2,2,1,1,2,2,2,2,4,3,2,1,3,2,1,8,7,7,4,7,6,3,7,1,5,4,4,3,2,1,2,2,2,2,3,2, , , , , , , , , , , , , , , ,5,1,3,1,8.733333333333336,6.125,1,5,1,8,5,F
1332,2,4,16,35,1,2,2,1,1,2,1,5,3,4,4,1,2,2,1,1,8,9,8,3,9,7,5,9,4,4,4,2, , , , , , , , , ,1,1,1,3,1,1,1,2,3,3,1,3,3,3,4,5,1,4,1,16.900000000000002,7.25,0,4,1,8,7,F
567,2,2,11,36,1,1,1,1,1,1,1,3,3,4,4,3,2,3,3,2,8,8,4,2,8,3,2,9,4,4,4,2, , , , , , , , , ,3,3,3,3,2,2,3,3,3,3,2,3,3,4,3,5,2,4,1,16.93333333333333,5.5,0,6,2,6,6,F
1800,2,2,4,1,1,2,2,2,2,2,2,4,4,4,3,3,3,4,4,3,8,8,6,5,5,6,5,9,4,4,4,4,3,1,1,2,2,2,2,2,3, , , , , , , , , , , , , , , ,5,1,2,3,17.449999999999996,6.5,2,7,1,10,0,F
375,2,2,1,30,1,1,1,1,1,1,1,5,5,3,5,1,2,1,1,2,8,7,2,1,7,5,5,7,4,4,4,2,2,1,2,2,2,1,2,3,3, , , , , , , , , , , , , , , ,5,2,4,2,7.166666666666667,5.25,0,3,1,4,12,T
1342,2,2,30,20,3,2,2,2,2,2,3,3,3,4,4,3,3,3,4,2,7,8,5,2,7,4,2,8,4,4,4,2, , , , , , , , , ,3,3,3,3,3,3,3,2,3,3,2,3,2,2,3,5,2,4,3,13.600000000000012,5.375,1,7,2,10,0,F
600,2,4,16,37,101,4,4,2,4,4,2,1,1,1,1,1,1,1,1,1,1,5,6,1,1,8,6,10,2,4,5,1, , , , , , , , , ,4,4,4,4,4,4,4,1,1,1,1,4,1,2,4,5,1,4,2,13.533333333333331,4.75,9,2,0,3,6,T
442,2,4,30,1,3,2,2,2,2,2,2,3,3,3,2,3,3,3,3,3,6,5,7,2,6,4,3,4,4,4,4,2,2,1,2,1,1,1,1,3,3, , , , , , , , , , , , , , , ,5,2,3,3,6.5500000000000025,4.625,0,10,3,7,0,F
1101,2,2,30,17,1,2,3,2,2,2,1,2,2,3,2,1,2,2,2,1,5,5,5,4,6,5,5,8,4,4,4,1,2,1,1,1,1,1,1,3,3, , , , , , , , , , , , , , , ,5,2,3,3,9.966666666666672,5.375,0,7,1,8,4,F
1145,1,2,1,1,4,2,3,2,2,2,1,3,2,1,2,1,1,1,1,1,3,3,1,1,3,1,1,3,4,4,4,4, , , , , , , , , ,3,3,3,3,3,3,3,2,3,2,2,4,3,4,1,5,2,3,2,12.933333333333339,2.0,1,7,1,5,6,F
809,2,2,32,16,4,2,2,3,1,1,1,5,1,3,5,1,1,2,3,1,8,8,5,2,8,5,3,9,1,2,1,2, , , , , , , , , ,4,4,3,4,2,4,3,2,3,2,1,3,-98,3,3,5,1,3,2,14.233333333333322,6.0,1,2,1,6,10,T
41,2,2,13,4,3,2,2,1,1,2,2,4,4,4,4,2,2,1,2,2,3,6,3,3,5,5,2,5,2,4,4,2, , , , , , , , , ,3,3,3,3,2,3,3,3,2,3,2,3,3,2,3,5,1,2,1,6.299999999999999,4.0,0,2,0,15,3,F
588,1,1,36,13,1,1,1,1,1,1,1,5,5,5,2,2,1,4,2,1,5,8,8,1,4,1,1,5,5,5,5,1, , , , , , , , , ,1,1,1,4,1,3,3,2,3,2,1,2,1,4,3,5,2,4,3,16.950000000000003,4.125,4,1,0,2,13,T
1701,2,2,8,13,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,7,3,5,2,1,8,5,5,5,4,2,1,2,2,1,2,1,3,3, , , , , , , , , , , , , , , ,5,2,2,1,12.850000000000005,4.0,3,6,0,11,0,F
1802,2,2,19,29,4,1,2,2,2,1,2,3,2,3,2,2,1,3,3,2,6,5,8,1,8,5,1,9,2,2,4,4, , , , , , , , , ,2,3,3,4,2,3,3,3,3,2,2,3,3,3,3,5,1,4,1,11.799999999999994,5.375,0,6,2,9,3,F
686,2,4,19,29,3,2,1,1,2,2,2,2,2,2,2,2,2,3,3,2,5,4,4,1,6,3,2,5,2,2,4,4, , , , , , , , , ,2,2,2,3,3,3,3,3,3,2,3,3,3,3,3,5,1,4,1,20.166666666666668,3.75,0,9,0,9,2,F
701,1,1,11,11,4,3,3,1,1,3,2,4,2,4,2,2,2,3,2,2,7,7,7,4,8,6,7,8,5,5,4,5,1,1,2,1,1,1,1,4,1, , , , , , , , , , , , , , , ,5,2,4,2,13.083333333333327,6.75,3,7,0,7,3,F
1221,2,4,16,1,101,1,1,1,1,1,1,1,5,1,3,1,1,1,1,1,2,1,1,1,2,1,2,3,2,4,4,1, , , , , , , , , ,3,3,3,3,2,2,2,3,3,2,2,3,3,4,3,5,1,4,2,19.499999999999993,1.625,2,3,1,1,13,T
1705,2,2,1,4,3,2,1,1,1,2,1,3,2,4,4,2,2,3,3,3,8,8,8,8,8,7,8,9,2,4,4,4,4,2,1,2,1,2,2,2,3, , , , , , , , , , , , , , , ,5,2,2,2,16.116666666666674,8.0,0,7,1,8,4,F
1263,2,2,17,13,4,3,3,1,1,1,1,2,2,2,2,1,1,1,1,1,5,4,6,3,10,1,3,10,5,4,2,1, , , , , , , , , ,3,4,3,3,3,3,3,3,3,2,1,3,3,4,4,5,2,4,2,13.699999999999992,5.25,1,7,0,2,10,T
1694,1,2,19,11,3,2,2,2,2,2,2,2,2,3,3,2,2,3,3,1,7,7,7,5,8,6,6,9,5,5,4,4, , , , , , , , , ,3,3,4,3,4,3,3,2,3,3,2,3,3,3,3,5,1,4,3,13.499999999999993,6.875,2,6,2,9,1,F
1499,2,1,13,1,1,1,1,1,1,1,1,5,3,4,4,3,3,3,3,3,6,5,5,3,6,5,3,7,4,4,4,1,3,1,1,2,1,2,2,3,3, , , , , , , , , , , , , , , ,5,2,4,3,8.599999999999996,5.0,0,8,1,2,9,F
1120,2,2,16,13,1,2,2,2,1,2,2,2,2,3,2,1,1,2,2,1,3,2,2,1,1,2,2,3,1,1,2,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,1,4,2,13.050000000000013,2.0,0,3,1,9,7,F
1623,2,2,35,100,1,3,2,1,2,2,1,3,4,2,2,2,1,2,3,2,7,7,2,3,6,2,1,7,4,4,4,2,2,1,1,2,1,1,1,3,2, , , , , , , , , , , , , , , ,5,1,3,2,25.316666666666674,4.375,0,7,1,9,3,F
1143,1,4,17,13,3,3,3,2,2,1,1,4,2,2,2,1,1,1,2,1,2,3,1,1,5,1,1,5,2,4,4,1,3,2,1,1,2,2,2,3,2, , , , , , , , , , , , , , , ,5,2,4,2,12.850000000000001,2.375,0,8,0,5,7,F
1451,1,4,1,36,1,1,2,1,1,1,1,5,4,3,4,4,3,4,4,3,7,6,6,2,6,3,5,7,2,4,5,2, , , , , , , , , ,1,1,1,3,1,3,1,4,3,3,2,3,4,4,4,5,2,3,1,12.250000000000012,5.25,4,4,1,5,6,T
1268,2,4,11,13,101,2,1,1,1,1,1,4,3,4,4,1,1,3,3,1,8,7,8,5,8,5,5,8,2,4,4,1, , , , , , , , , ,3,3,3,3,4,4,4,3,3,3,2,3,3,3,4,5,2,2,3,17.816666666666666,6.75,0,5,1,5,9,F
284,2,2,96,28,1,1,1,1,1,1,1,5,3,4,5,1,1,1,1,1,8,8,7,1,7,4,1,7,1,2,2,1,4,1,2,1,1,1,1,1,3, , , , , , , , , , , , , , , ,5,2,4,2,11.533333333333323,5.375,0,0,1,4,15,T
1434,1,1,5,1,101,2,1,1,1,1,1,2,1,2,2,1,1,1,2,1,2,2,5,1,5,1,1,2,4,4,2,1, , , , , , , , , ,4,3,4,4,4,4,4,3,3,3,2,3,-98,3,4,5,1,4,2,13.666666666666671,2.375,1,5,0,3,11,T
715,1,2,1,2,3,2,1,1,1,1,1,5,5,4,5,1,1,1,3,1,5,6,3,1,9,5,3,9,4,5,4,4, , , , , , , , , ,4,4,-98,3,3,3,3,2,2,2,2,3,3,2,2,5,1,4,3,23.266666666666673,5.125,1,4,0,3,12,T
200,2,2,30,1,1,1,1,1,1,1,1,4,4,4,4,1,1,2,3,3,8,8,8,6,6,8,5,9,2,4,2,2,3,2,1,2,2,2,2,2,2, , , , , , , , , , , , , , , ,5,1,4,3,12.216666666666656,7.25,0,3,0,9,8,F
1183,1,5,13,14,101,1,1,2,-98,1,1,4,5,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,5,5,5,5, , , , , , , , , ,1,1,1,3,1,-98,-98,-98,1,4,1,3,-98,1,4,5,2,4,3,15.500000000000004,1.125,7,0,1,4,8,T
1989,2,2,13,13,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,2,3,3,1,3,3,3,3,3,2,4,4,2,2,1,2,2,2,1,2,4,2, , , , , , , , , , , , , , , ,5,2,4,3,14.216666666666669,2.75,0,6,4,9,1,F
1173,1,2,30,1,3,2,2,1,1,2,1,2,3,1,2,1,4,2,3,1,1,1,1,1,1,1,1,1,2,4,4,4,3,1,2,1,1,1,1,3,2, , , , , , , , , , , , , , , ,7,1, ,2,14.116666666666674,1.0,2,6,1,6,5,F
455,2,2,36,29,1,3,3,2,3,2,2,3,2,2,3,2,2,2,2,2,2,2,4,1,2,1,1,3,5,5,5,5, , , , , , , , , ,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,2,1,4,2,26.44999999999999,2.0,4,5,2,9,0,F
869,2,2,13,11,101,2,2,1,2,1,1,4,5,5,4,1,1,2,1,1,9,9,5,4,7,8,4,9,2,4,5,1, , , , , , , , , ,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,1,2,4,2,6.916666666666666,6.875,1,1,0,8,10,T
2503,2,2,-98, ,-98,2,3,2,2,3,3,4,4,4,5,3,2,3,4,3,7,8,8,4,8,5,5,8,4,5,4,4,2,2,1,2,2,2,2,3,1, , , , , , , , , , , , , , , ,2,2,2,1,9.53333333333334,6.625,2,9,0,8,1,F
1446,2,4,11,16,3,2,2,3,2,1,2,3,2,2,1,2,2,2,3,2,2,3,2,1,5,2,3,3,2,2,4,4, , , , , , , , , ,1,2,3,3,1,3,3,3,3,3,1,3,3,2,4,3,2,3,3,22.216666666666658,2.625,1,7,1,10,1,F
40,2,5,35,20,3,1,1,1,1,1,1,3,2,3,2,2,2,2,2,2,1,1,3,1,3,2,3,1,2,2,2,2,3,1,2,1,1,1,1,1,3, , , , , , , , , , , , , , , ,3,2,2,3,6.083333333333336,1.875,1,2,2,9,6,F
857,2,1,13,16,101,1,1,1,2,1,1,3,3,2,2,1,1,1,2,1,5,5,5,1,3,5,1,6,4,4,2,1, , , , , , , , , ,3,3,4,3,3,3,3,2,2,3,2,3,4,4,3,5,2,4, ,20.10000000000001,3.875,0,4,2,3,11,T
1335,2,2,13,16,4,2,2,1,1,1,1,2,3,1,1,1,1,1,3,2,4,5,8,5,8,6,7,9,1,2,2,2,3,2,1,2,1,2,1,3,2, , , , , , , , , , , , , , , ,1,1,2,2,15.716666666666606,6.5,2,2,1,7,8,T
2198,2,2,28,-98,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,6,6,5,1,6,1,1,6,4,4,2,2,2,2,-98,2,1,-98,2,3,-98, , , , , , , , , , , , , , , ,2,2,2,2,12.016666666666662,4.0,0,9,4,7,0,F
870,2,2,16,16,1,1,1,1,1,1,1,4,4,4,4,2,1,2,2,1,7,7,7,7,7,7,5,7,2,4,2,1, , , , , , , , , ,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,4,3,22.80000000000001,6.75,0,1,0,10,9,F
237,2,1,6,16,1,4,4,4,4,3,3,2,1,1,1,1,1,1,1,1,3,3,3,1,1,3,3,3,1,1,5,1, , , , , , , , , ,4,4,4,4,3,3,2,3,3,2,3,3,3,2,2,1,1,2,3,13.000000000000007,2.5,8,3,0,0,9,T
1646,2,2,29,16,3,2,2,1,1,2,1,3,4,3,2,3,3,4,4,3,7,7,6,3,7,4,5,6,4,4,4,2,1,1,2,2,1,1,1,2,2, , , , , , , , , , , , , , , ,2,2,3,1,9.150000000000007,5.625,2,7,2,6,3,F
1223,2,4,32,19,3,2,2,2,2,2,2,1,2,3,1,2,2,2,2,2,1,1,1,1,3,1,1,2,4,4,4,4,2,1,2,1,1,2,1,3,1, , , , , , , , , , , , , , , ,2,1,2,2,8.483333333333336,1.375,2,6,1,11,0,F
1063,2,2,96,5,3,2,2,1,2,2,2,3,3,3,3,4,4,4,4,3,8,9,8,1,9,5,5,8,2,4,4,4,3,1,1,2,1,2,1,2,3, , , , , , , , , , , , , , , ,5,2,3,1,9.466666666666669,6.625,4,4,4,7,1,F
1662,2,2,96,11,1,1,1,1,1,1,1,5,4,4,5,1,2,2,4,1,9,8,7,2,8,2,3,10,4,4,4,1,4,1,1,2,2,2,2,2,3, , , , , , , , , , , , , , , ,2,2,4,2,40.79999999999999,6.125,1,3,0,5,11,T
1506,2,2,-98, ,4,1,1,1,1,1,1,3,3,4,3,4,2,4,2,2,10,10,10,8,8,10,5,10,4,1,-98,1, , , , , , , , , ,-98,-98,-98,-98,-98,-98,-98,3,3,3,3,3,3,2,3,2,2,3,2,24.96666666666666,8.875,2,1,3,5,8,T
854,2,5,37,11,4,2,2,2,2,2,2,3,3,1,2,2,1,2,2,2,5,5,4,3,8,5,3,8,2,2,2,2,4,2,1,2,1,2,1,1,1, , , , , , , , , , , , , , , ,4,2,1,1,7.283333333333333,5.125,2,1,2,14,1,F
1241,2,2,16,2,1,1,1,1,1,1,1,1,2,4,1,2,1,2,2,2,8,5,6,1,1,5,5,8,1,4,2,1,2,1,1,2,2,2,2,2,3, , , , , , , , , , , , , , , ,3,1,4,3,16.13333333333334,4.875,2,2,0,7,9,T
319,2,4,13,19,1,2,2,2,2,2,1,2,1,3,2,4,4,4,4,4,7,7,4,1,7,1,1,7,1,1,1,1,3,1,2,1,1,1,1,2,3, , , , , , , , , , , , , , , ,5,1,2,1,22.133333333333336,4.375,6,3,1,5,5,T
2522,2,5,35,16,4,4,4,2,2,2,3,1,2,1,1,1,1,1,3,1,1,1,6,1,8,1,3,9,1,1,2,1, , , , , , , , , ,4,4,4,4,4,4,4,3,3,2,1,4,3,3,4,8,1,3, ,10.533333333333333,3.75,6,3,0,4,7,T
124,2,2,1,30,4,-98,-98,-98,-98,-98,-98,2,2,2,2,2,2,2,2,2,5,6,5,2,6,3,3,5,4,4,4,2,1,2,1,2,1,2,2,2,3, , , , , , , , , , , , , , , ,5,2,3,1,12.200000000000005,4.375,0,7,6,7,0,F
2297,2,2,16,19,1,4,2,1,3,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,3,2,1,3,2,2,2,1, , , , , , , , , ,2,3,2,3,1,3,3,2,2,2,2,3,3,3,3,5,1,3,2,12.399999999999991,1.875,1,5,0,8,6,F
1530,2,2,16,30,-98,2,2,2,2,3,1,4,4,3,3,2,2,2,3,1,3,7,3,1,6,1,5,5,1,4,4,2,3,2,1,1,2,1,1,3,2, , , , , , , , , , , , , , , ,5,2,2,2,10.416666666666666,3.875,0,4,2,11,3,F
638,2,2,13,29,1,2,1,1,1,1,1,3,4,2,2,2,4,1,3,1,5,3,5,1,6,5,5,10,4,5,4,2, , , , , , , , , ,2,3,2,3,3,2,3,3,3,3,2,3,3,4,4,1,1,3,1,13.966666666666661,5.0,2,5,1,5,7,F
1606,1,1,17,1,3,2,1,1,1,1,3,4,2,4,4,1,1,3,3,3,8,8,5,1,6,4,1,10,5,5,5,4,3,2,2,2,2,1,1,2,3, , , , , , , , , , , , , , , ,2,2,4,3,11.916666666666659,5.375,3,6,0,4,7,T
942,2,2,11,16,3,1,1,1,1,1,1,2,2,4,4,3,2,4,4,2,7,7,5,1,7,5,1,6,1,2,2,2,3,1,2,2,2,2,2,4,2, , , , , , , , , , , , , , , ,5,1,2,3,7.916666666666667,4.875,2,3,0,8,7,F
2249,1,2,13,32,97,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,3,5,1,5,5,4,4,5,2, , , , , , , , , ,3,3,2,3,3,3,3,3,2,2,1,3,2,3,3,1,2,4, ,17.933333333333334,4.25,1,6,0,13,0,F
551,2,2,14,29,101,1,1,1,1,1,1,4,4,4,4,3,4,3,4,3,7,6,8,1,8,8,1,8,2,2,2,4, , , , , , , , , ,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,4,1,2,1,10.833333333333332,5.875,2,4,0,8,6,F
160,2,2,-98, ,1,2,2,2,2,2,2,3,2,3,3,1,1,1,2,1,7,6,4,3,4,3,4,8,2,1,2,2, , , , , , , , , ,3,3,3,3,3,2,2,3,3,3,2,3,3,3,3,3,1,3,3,5.983333333333333,4.875,0,1,3,11,5,F
667,2,2,13,29,1,1,1,1,1,1,1,5,5,5,5,3,2,3,3,3,8,6,7,2,2,7,7,9,4,4,1,4,3,2,1,2,2,2,2,1,3, , , , , , , , , , , , , , , ,2,1,3,1,11.550000000000002,6.0,0,7,0,2,11,T
618,2,2,13,17,1,2,2,2,2,2,2,3,5,3,5,3,3,4,3,2,7,6,6,5,7,5,5,7,4,2,2,2,2,1,1,1,1,1,2,3,3, , , , , , , , , , , , , , , ,2,1,2,2,9.916666666666675,6.0,1,4,2,11,2,F
1308,2,2,20,96,3,2,2,2,2,2,2,4,2,4,4,3,2,2,3,3,8,9,7,6,8,7,6,8,2,4,4,2, , , , , , , , , ,2,2,3,3,2,3,2,2,2,3,2,3,3,3,3,3,2,3,2,10.033333333333333,7.375,0,6,0,14,0,F
1568,1,4,-98, ,1,1,1,2,2,2,3,2,1,5,2,3,1,2,3,1,3,5,1,1,3,3,1,4,5,1,4,5,1,2,2,1,2,2,2,3,3, , , , , , , , , , , , , , , ,2,1,4,3,15.566666666666674,2.625,3,7,0,4,6,F
2206,2,4,32,32,1,3,3,1,2,2,2,2,2,2,1,1,2,2,1,2,3,1,1,3,6,3,6,5,4,5,4,2,2,2,2,1,1,1,1,4,3, , , , , , , , , , , , , , , ,2,1,4,2,9.499999999999995,3.5,2,8,0,7,3,F
1112,2,2,1,36,1,2,2,2,1,3,1,3,3,3,4,3,2,3,4,3,6,5,6,6,7,5,7,8,1,2,1,2, , , , , , , , , ,4,4,4,4,4,4,4,3,3,3,4,2,3,3,3,1,1,2,1,11.516666666666675,6.25,1,4,3,8,4,F
1967,2,2,6,1,4,2,2,2,2,2,2,4,3,3,4,3,2,2,3,2,5,5,6,5,7,3,3,7,4,2,2,2, , , , , , , , , ,3,3,2,3,2,3,3,3,2,2,2,3,3,3,3,3,2,2,2,9.38333333333334,5.125,0,3,2,15,0,F
1842,2,4,11,16,101,2,2,2,3,2,4,3,5,4,4,2,1,3,2,1,7,7,1,1,8,5,5,7,2,4,4,1, , , , , , , , , ,2,2,2,3,3,3,3,2,2,2,2,3,3,2,3,1,2,4,2,16.866666666666678,5.125,1,5,1,9,4,F
228,2,4,1,16,3,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,2,2,2,2,2,2,3,1, , , , , , , , , , , , , , , ,2,2,3,2,8.549999999999999,1.0,13,1,0,0,6,T
58,2,2,1,1,3,1,2,1,1,1,2,3,5,4,4,1,1,1,1,2,7,6,4,8,9,6,7,7,1,1,2,2,2,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , ,8,1,3,1,10.650000000000002,6.75,0,0,1,8,11,T
739,2,2,16,11,4,1,1,1,1,1,1,3,4,4,4,3,2,3,3,2,8,8,8,6,8,8,7,10,4,4,4,2,1,1,1,1,1,2,2,4,3, , , , , , , , , , , , , , , ,2,2,2,2,18.56666666666667,7.875,0,6,1,7,6,F
1234,2,2,5,27,1,2,2,2,1,1,1,2,1,3,3,2,1,3,2,2,7,7,7,2,7,5,6,8,4,4,4,2,2,2,1,2,2,2,2,2,3, , , , , , , , , , , , , , , ,3,2,4,2,7.049999999999999,6.125,1,5,2,8,4,F
1736,2,1,-98, ,3,2,2,1,2,2,1,3,2,3,2,3,3,3,3,3,5,5,5,3,9,6,9,9,4,4,4,4,2,1,1,1,1,2,2,3,3, , , , , , , , , , , , , , , ,1,1,2,2,5.7666666666666675,6.375,0,11,2,4,3,F
192,2,2,5,16,1,1,1,1,1,1,1,4,3,4,3,2,2,2,2,2,7,8,8,5,8,6,5,8,2,4,2,1, , , , , , , , , ,1,1,1,1,1,1,1,4,3,3,4,2,4,4,3,1,1,3,1,23.56666666666667,6.875,0,1,2,10,7,F
635,2,2,11,96,4,2,2,2,2,4,4,2,2,1,2,3,2,1,4,3,4,4,4,2,7,4,3,8,4,4,1,4,1,1,1,2,2,2,2,2,1, , , , , , , , , , , , , , , ,1,2,2,3,5.050000000000001,4.5,4,8,0,6,2,F
804,2,2,13,4,1,1,3,1,1,1,1,3,3,3,3,2,1,3,1,1,8,8,8,2,3,5,2,8,5,4,4,2,2,1,1,2,1,2,2,2,3, , , , , , , , , , , , , , , ,1,1,3,2,7.116666666666665,5.5,1,4,4,3,8,T
1527,2,1,-99, ,-99,2,3,3,3,1,3,3,3,3,3,3,2,2,4,3,5,5,5,5,5,5,5,5,4,4,4,4, , , , , , , , , ,3,4,3,3,4,2,4,3,3,3,3,3,3,2,2,2,2,3,3,11.149999999999997,5.0,1,10,4,3,2,F
1559,1,2,1,96,3,3,3,3,3,3,3,4,4,3,4,3,3,3,4,2,6,6,3,1,6,1,2,6,2,4,4,2,1,2,2,2,2,2,2,3,3, , , , , , , , , , , , , , , ,1,1,4,2,13.166666666666655,3.875,1,11,1,7,0,F
2253,2,4,16,13,101,4,4,4,2,2,1,2,2,1,1,2,2,2,2,2,1,1,1,1,5,3,8,1,5,5,4,2, , , , , , , , , ,4,4,2,3,1,4,3,3,3,2,1,3,3,3,3,4,2, ,2,26.50000000000001,2.625,7,4,0,8,1,F
1083,1,4,13,96,1,2,1,1,1,1,1,5,4,5,4,3,3,2,3,3,9,8,8,3,7,9,1,9,4,4,4,4,4,1,1,2,2,2,2,2,3, , , , , , , , , , , , , , , ,2,2,4,2,17.116666666666667,6.75,0,9,0,4,7,F
1760,2,2,1,28,1,2,1,1,1,1,1,5,5,5,5,1,1,1,1,1,8,8,9,6,7,6,5,9,5,4,4,1, , , , , , , , , ,3,3,4,3,2,3,2,3,1,3,1,3,4,4,3,4,1,3,1,19.766666666666662,7.25,1,2,0,2,15,T
652,2,2,1,17,3,2,2,3,3,1,3,3,3,4,4,4,3,2,3,2,3,4,5,5,2,4,5,5,2,2,2,4,4,1,1,1,2,1,1,3,2, , , , , , , , , , , , , , , ,2,1,1,3,3.346666666666666,4.125,1,6,2,10,1,F
39,2,2,1,35,1,2,2,2,2,2,2,3,5,3,3,3,2,3,2,3,5,5,4,1,5,5,5,10,2,2,2,2,3,1,1,1,1,2,1,3,3, , , , , , , , , , , , , , , ,5,1,2,2,5.4300000000000015,5.0,0,3,3,13,1,F
779,2,2,4,11,4,2,2,2,2,2,2,2,2,3,2,1,1,2,2,1,3,3,1,1,2,2,1,4,2,4,4,1,3,2,2,2,1,1,1,4,2, , , , , , , , , , , , , , , ,1,2,2,1,19.883333333333333,2.125,0,5,1,10,4,F
1561,2,4,19,-98,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,7,6,5,3,6,5,3,6,4,4,4,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,7,2,4, ,17.98333333333334,5.125,0,9,4,7,0,F
1643,2,2,16,11,4,1,2,2,2,3,1,1,1,2,4,1,1,2,4,2,3,3,1,3,5,1,7,9,4,4,4,4, , , , , , , , , ,1,1,1,1,1,1,1,1,1,3,2,3,2,2,4,2,1,2,1,9.299999999999999,4.0,3,6,0,7,4,F
